step,inference_time_sec,action_dx,action_dy,action_dz,action_droll,action_dpitch,action_dyaw,action_gripper,timestamp
0,0.2806,-0.004157,0.002902,-0.000659,0.0,0.0,0.0,0.0,13:13:32.777967
1,0.248,-0.003752,0.007715,-0.00212,0.0,0.0,0.0,0.0,13:13:33.551257
2,0.2451,-0.001828,0.010975,-0.001024,0.0,0.0,0.0,0.0,13:13:34.327633
3,0.2522,-0.001828,0.010975,-0.001024,0.0,0.0,0.0,0.0,13:13:35.080470
4,0.3077,-0.001828,0.010975,-0.001024,0.0,0.0,0.0,0.0,13:13:35.886171
5,0.269,-0.001828,0.010975,-0.001024,0.0,0.0,0.0,0.0,13:13:36.658257
6,0.2431,-0.001828,0.011803,7.2e-05,0.0,0.0,0.0,0.0,13:13:37.398833
7,0.2272,-0.001929,0.011803,7.2e-05,0.0,0.0,0.0,0.0,13:13:38.133711
8,0.2286,-0.001929,0.011803,7.2e-05,0.0,0.0,0.0,0.0,13:13:38.861101
9,0.3072,-0.001524,0.011803,0.001777,0.0,0.0,0.0,0.0,13:13:39.659258
10,0.2438,-0.001524,0.011803,0.001777,0.0,0.0,0.0,0.0,13:13:40.398018
11,0.423,-0.001524,0.011803,0.001777,0.0,0.0,0.0,0.0,13:13:41.317665
12,0.238,-0.001524,0.011234,0.00263,0.0,0.0,0.0,0.0,13:13:42.057219
13,0.2159,-0.001119,0.007508,0.001412,0.0,0.0,0.0,0.0,13:13:42.771027
14,0.2228,-0.001119,0.007508,0.001412,0.0,0.0,0.0,0.0,13:13:43.492030
15,0.2192,-0.000916,0.006369,0.00129,0.0,0.0,0.0,0.0,13:13:44.207570
16,0.2355,-0.000916,0.006369,0.00129,0.0,0.0,0.0,0.0,13:13:44.941734
17,0.2179,-0.000916,0.006369,0.00129,0.0,0.0,0.0,0.0,13:13:45.653341
18,0.2273,-0.000916,0.006369,0.00129,0.0,0.0,0.0,0.0,13:13:46.375910
19,0.2333,-0.000916,0.004713,0.001046,0.0,0.0,0.0,0.0,13:13:47.110243
20,0.2323,-0.000916,0.004713,0.001046,0.0,0.0,0.0,0.0,13:13:47.838948
21,0.2217,-0.000714,0.00461,0.000925,0.0,0.0,0.0,0.0,13:13:48.556406
22,0.222,-0.000916,0.004713,0.000925,0.0,0.0,0.0,0.0,13:13:49.271724
23,0.2294,-0.000916,0.004713,0.001046,0.0,0.0,0.0,0.0,13:13:49.989905
24,0.2266,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:50.708964
25,0.2158,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:51.414480
26,0.5209,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:52.439990
27,0.2488,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:53.201649
28,0.2161,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:53.917457
29,0.2248,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:54.632202
30,0.2159,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:55.343559
31,0.2332,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:56.072747
32,0.2278,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:56.798997
33,0.2164,-0.000613,0.00373,0.000803,0.0,0.0,0.0,0.0,13:13:57.508651
34,0.2263,-0.000613,0.003626,0.000803,0.0,0.0,0.0,0.0,13:13:58.232493
35,0.6074,-0.000613,0.003626,0.000803,0.0,0.0,0.0,0.0,13:13:59.339175
36,0.2304,-0.000714,0.004403,-0.001268,0.0,0.0,0.0,0.0,13:14:00.065270
37,0.2493,-0.000916,0.004713,-0.001268,0.0,0.0,0.0,0.0,13:14:00.812152
38,0.2181,-0.000714,0.004868,-0.001268,0.0,0.0,0.0,0.0,13:14:01.517942
39,0.2705,-0.000916,0.004713,-0.001268,0.0,0.0,0.0,0.0,13:14:02.294341
40,0.2229,-0.000613,0.00461,-0.001268,0.0,0.0,0.0,0.0,13:14:03.010756
41,0.2569,-0.000613,0.003212,0.000681,0.0,0.0,0.0,0.0,13:14:03.757679
42,0.2201,-0.000714,0.003161,0.000681,0.0,0.0,0.0,0.0,13:14:04.472116
43,0.2222,-0.000714,0.003161,0.000681,0.0,0.0,0.0,0.0,13:14:05.181658
44,0.2167,-0.000916,0.004558,-0.001268,0.0,0.0,0.0,0.0,13:14:05.890786
45,0.4383,-0.001018,0.006783,0.015661,0.0,0.0,0.0,0.0,13:14:06.829807
46,0.2157,-0.000916,0.004558,-0.001268,0.0,0.0,0.0,0.0,13:14:07.544195
47,0.2241,-0.001018,0.004817,-0.001268,0.0,0.0,0.0,0.0,13:14:08.262628
48,0.2143,-0.001018,0.006783,0.016148,0.0,0.0,0.0,0.0,13:14:08.975467
49,0.2572,-0.001018,0.005075,-0.001268,0.0,0.0,0.0,0.0,13:14:09.727100
50,0.236,-0.001018,0.004817,-0.007357,0.0,0.0,0.0,0.0,13:14:10.452531
51,0.2516,-0.001018,0.006783,-0.010889,0.0,0.0,0.0,0.0,13:14:11.196180
52,0.2252,-0.000309,0.000832,-0.014786,0.0,0.0,0.0,0.0,13:14:11.912642
