step,inference_time_sec,action_dx,action_dy,action_dz,action_droll,action_dpitch,action_dyaw,action_gripper,timestamp
0,0.6515,-0.000815,0.003057,-0.000659,0.0,0.0,0.0,0.0,12:59:47.478335
1,1.4725,-0.000207,0.007973,-0.00212,0.0,0.0,0.0,0.0,12:59:49.450743
2,0.2706,-0.000207,0.011182,-0.00212,0.0,0.0,0.0,0.0,12:59:52.759507
3,0.3664,-0.000207,0.011182,-0.00212,0.0,0.0,0.0,0.0,12:59:55.496121
4,0.281,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,12:59:56.279479
5,0.4987,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,12:59:57.288820
6,0.583,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,12:59:58.379191
7,0.2367,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,12:59:59.120319
8,0.5823,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,13:00:00.188541
9,0.6095,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,13:00:01.286483
10,0.6476,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,13:00:02.434525
11,0.5321,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,13:00:03.465608
12,0.8105,-0.000207,0.011803,0.001046,0.0,0.0,0.0,0.0,13:00:04.763195
13,0.881,-0.000106,0.011803,0.001534,0.0,0.0,0.0,0.0,13:00:06.135705
14,1.1899,-5e-06,0.010043,0.001899,0.0,0.0,0.0,0.0,13:00:07.820662
15,0.2573,-0.000106,0.005386,0.001534,0.0,0.0,0.0,0.0,13:00:08.571754
16,0.2673,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:09.332043
17,0.2983,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:10.119763
18,0.3303,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:10.950795
19,0.6046,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:12.045194
20,0.3478,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:12.890780
21,0.2851,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:13.673297
22,0.7049,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:14.871675
23,0.3346,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:15.698092
24,0.2966,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:16.491999
25,0.6014,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:17.588696
26,0.2571,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:18.333166
27,0.3609,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:19.188601
28,0.2276,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:19.911210
29,0.2246,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:20.628181
30,0.3797,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:00:21.505299
31,0.2306,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:22.254149
32,0.4715,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:00:23.237562
33,0.6264,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:24.384066
34,0.5249,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:25.403416
35,0.2304,-5e-06,4e-06,-5e-05,0.0,0.0,0.0,0.996078,13:00:26.131080
36,0.2948,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:26.943480
37,0.2276,-5e-06,0.005386,0.00129,0.0,0.0,0.0,0.0,13:00:27.674372
