step,inference_time_sec,action_dx,action_dy,action_dz,action_droll,action_dpitch,action_dyaw,action_gripper,timestamp
0,0.376,-0.000511,0.003057,-0.000659,0.0,0.0,0.0,0.0,13:07:38.259972
1,0.2427,-0.000511,0.007973,-0.00212,0.0,0.0,0.0,0.0,13:07:38.973935
2,0.2387,-0.000309,0.011285,-0.003825,0.0,0.0,0.0,0.0,13:07:39.684389
3,0.3076,-0.000309,0.011234,-0.002973,0.0,0.0,0.0,0.0,13:07:40.468532
4,0.3337,-0.000309,0.011234,-0.002973,0.0,0.0,0.0,0.0,13:07:41.270725
5,2.4727,-0.000309,0.011803,-5e-05,0.0,0.0,0.0,0.0,13:07:44.204216
6,0.9565,-0.000309,0.011803,-5e-05,0.0,0.0,0.0,0.0,13:07:45.630064
7,0.2549,-0.000309,0.011803,-5e-05,0.0,0.0,0.0,0.0,13:07:46.358344
8,0.2411,-0.000309,0.011803,-5e-05,0.0,0.0,0.0,0.0,13:07:47.075668
9,0.2743,-0.000309,0.011803,0.001777,0.0,0.0,0.0,0.0,13:07:47.836108
10,0.6248,-0.000309,0.011803,0.001777,0.0,0.0,0.0,0.0,13:07:48.934257
11,0.6432,-0.000309,0.011803,0.001777,0.0,0.0,0.0,0.0,13:07:50.057405
12,0.2933,-0.000309,0.011803,0.001777,0.0,0.0,0.0,0.0,13:07:50.830994
13,0.2646,-0.000309,0.011803,0.001777,0.0,0.0,0.0,0.0,13:07:51.565227
14,1.2095,-0.000106,0.010768,0.002021,0.0,0.0,0.0,0.0,13:07:53.258616
15,0.5982,-0.00041,0.011803,0.002264,0.0,0.0,0.0,0.0,13:07:54.359692
16,0.6132,-0.00041,0.011803,0.002264,0.0,0.0,0.0,0.0,13:07:55.486368
17,0.2412,-0.000309,0.008905,0.001899,0.0,0.0,0.0,0.0,13:07:56.244062
18,0.3753,-0.000309,0.008905,0.001899,0.0,0.0,0.0,0.0,13:07:57.130623
19,0.6613,-0.00041,0.008336,0.001777,0.0,0.0,0.0,0.0,13:07:58.310098
20,0.3458,-0.000309,0.008905,0.001899,0.0,0.0,0.0,0.0,13:07:59.174823
21,0.8081,-0.000309,0.008905,0.001899,0.0,0.0,0.0,0.0,13:08:00.502288
22,0.5585,-0.00041,0.008336,0.001534,0.0,0.0,0.0,0.0,13:08:01.576758
23,0.4905,-0.00041,0.008336,0.001534,0.0,0.0,0.0,0.0,13:08:02.600897
24,0.2405,-0.00041,0.007197,0.00129,0.0,0.0,0.0,0.0,13:08:03.371878
25,0.2542,-0.00041,0.006317,0.00129,0.0,0.0,0.0,0.0,13:08:04.167272
26,1.2817,-0.000309,0.006317,0.00129,0.0,0.0,0.0,0.0,13:08:05.986553
27,0.2827,-0.000309,0.006317,0.00129,0.0,0.0,0.0,0.0,13:08:06.829997
28,0.5349,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:07.901203
29,0.3447,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:08.783044
30,0.2987,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:09.622014
31,0.2898,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:10.450541
32,0.2683,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:11.253251
33,0.3261,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:12.108184
34,0.2524,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:12.896602
35,0.422,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:13.853614
36,0.9567,-0.000309,0.006007,0.001168,0.0,0.0,0.0,0.0,13:08:15.348619
37,0.2864,-0.00041,0.006317,0.00129,0.0,0.0,0.0,0.0,13:08:16.162254
38,0.3078,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:17.008308
39,0.275,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:17.817361
40,0.3452,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:18.701425
41,0.6312,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:19.873033
42,0.2688,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:20.678701
43,0.292,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:21.506600
44,0.8237,-0.00041,0.005282,0.000925,0.0,0.0,0.0,0.0,13:08:22.864743
45,0.3366,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:23.773328
46,0.4858,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:24.828848
47,0.6668,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:26.043027
48,0.2551,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:26.845682
49,0.2816,-0.00041,0.005282,0.001168,0.0,0.0,0.0,0.0,13:08:27.683664
